,sd_values,mean_values,CV_values,Gene_Name,LeftEnd,Protein,Function,Description
b0143,0.620659512,10.60488588,0.058525808,pcnB,157729,poly(A) polymerase,"Enzyme; RNA synthesis, modification, DNA transcription","Poly(A) polymerase; controls plasmid copy number; rare AUU start codon, growth-rate regulated; monomeric; degradosome component in stationary phase"
b0144,0.6008307820000001,8.646810146,0.06948583,gluQ,159186,glutamyl-Q tRNA(Asp) synthetase,"Putative enzyme; Aminoacyl tRNA synthetases, tRNA modification",Glutamyl-queuosine tRNA(Asp) synthase
b0145,0.788195657,11.02306442,0.07150422299999999,dksA,160149,transcriptional regulator of rRNA transcription; DnaK suppressor protein,"Phenotype; DNA - replication, repair, restriction/modification",RNAP-binding protein modulating ppGpp and iNTP regulation; reduces open complex half-life on rRNA promoters; removes transcriptional roadblocks to replication
b0146,0.77299716,10.24762284,0.075431851,sfsA,160782,sugar fermentation stimulation protein A,Putative regulator; Degradation of small molecules: Carbon compounds,Sugar fermentation stimulation protein A; overexpression increases maltose utilization; stimulates MalQ
b0147,0.536989646,9.140508822000001,0.058748332,ligT,161501,2'-5' RNA ligase,Enzyme; tRNA modification,2'-5' RNA ligase
b0148,1.293021603,8.80123953,0.14691357900000002,hrpB,162105,putative ATP-dependent helicase,"Enzyme; DNA - replication, repair, restriction/modification","Predicted ATP-dependent helicase, function unknown"
b0149,0.433007934,9.960601735,0.043472066,mrcB,164730,fused glycosyl transferase and transpeptidase,"Enzyme; Murein sacculus, peptidoglycan","Murein polymerase, PBP1B; bifunctional murein transglycosylase and transpeptidase; penicillin-binding protein 1B; dimeric"
b0150,0.758959553,9.773263918,0.077656713,fhuA,167484,ferrichrome outer membrane transporter,Membrane; Outer membrane constituents,"Outer membrane transporter for ferrichrome-iron; interacts with TonB; receptor for microcin J25, colicin M, and phages T1, T5, phi80; transports albomycin and rifamycin"
b0151,0.479363879,9.627239005,0.049792457000000005,fhuC,169778,iron(3+)-hydroxamate import ABC transporter ATPase,Transport; Transport of small molecules: Cations,Iron(3+)-hydroxamate import ABC transporter ATPase; ferrichrome uptake
b0152,0.7009774679999999,8.531162497999999,0.0821667,fhuD,170575,iron(3+)-hydroxamate import ABC transporter periplasmic binding protein,Transport; Transport of small molecules: Cations,Iron(3+)-hydroxamate import ABC transporter periplasmic binding protein; ferrichrome uptake; fhuD mutants are albomycin resistant
b0153,0.7681467940000001,8.140484192,0.094361315,fhuB,171462,iron(3+)-hydroxamate import ABC transporter permease,Transport; Transport of small molecules: Cations,Iron(3+)-hydroxamate import ABC transporter permease; ferrichrome uptake
b0154,0.61605192,10.14899745,0.060700765999999996,hemL,173602,glutamate-1-semialdehyde aminotransferase (aminomutase),"Enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin",Glutamate-1-semialdehyde aminomutase
b0155,0.393101737,9.451338644,0.041592176,clcA,175107,H(+)/Cl(-) exchange transporter,Transport; Not classified,H(+)/Cl(-) exchange transporter; involved in the extreme acid response
b0156,0.6472122779999999,10.63300845,0.060868217999999995,erpA,176610,iron-sulfur cluster insertion protein,Null,Iron-sulfur cluster insertion protein; A-type Fe-S protein; essential for respiratory growth
b0157,0.657387689,9.283670539,0.070811183,yadS,177001,UPF0126 family inner membrane protein,Null,"Inner membrane protein, UPF0126 family, function unknown"
b0158,0.450257587,9.45708874,0.047610590999999994,btuF,177662,vitamin B12 ABC transporter periplasmic binding protein,Null,Vitamin B12 periplasmic binding protein
b0159,0.480132478,10.40321104,0.046152335,mtn,178455,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,Null,5'-Methylthioadenosine nucleosidase; S-adenosylhomocysteine and 5'-deoxyadenosine are also substrates
b0160,0.8450602770000001,8.272563795,0.10215216199999999,dgt,179237,deoxyguanosine triphosphate triphosphohydrolase,Enzyme; Central intermediary metabolism: Nucleotide hydrolysis,Deoxyguanosine 5'-triphosphate triphosphohydrolase; dGTPase
b0161,0.6970765659999999,9.838079183,0.070854946,degP,180884,"serine endoprotease (protease Do), membrane-associated","Enzyme; Degradation of proteins, peptides, glycopeptides","Periplasmic, membrane-associated serine endoprotease; protease Do, required for high-temperature growth and the degradation of damaged proteins, primarily outer membrane proteins"
b0162,0.570007516,9.281474037,0.061413469000000005,cdaR,182463,carbohydrate diacid regulon transcriptional regulator; autoregulator,Regulator; Not classified,Carbohydrate diacid regulon transcriptional regulator; autoregulator
b0163,0.83231513,9.643223492999999,0.086310883,yaeH,183709,UPF0325 family protein,Putative structure; Not classified,"Function unknown, UPF0325 family"
b0164,0.7723392609999999,9.326891283,0.08280779099999999,yaeI,184257,phosphodiesterase with model substrate bis-pNPP,Null,"Phosphodiesterase, function unknown; has activity on model substrate bis-pNPP"
b0166,0.659212515,10.53423461,0.062578112,dapD,185123,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",Enzyme; Amino acid biosynthesis: Lysine,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase; mutations suppress growth defects of strains lacking superoxide dismutase"
b0167,0.7568446999999999,9.76397111,0.077514025,glnD,185978,uridylyltransferase,Enzyme; Amino acid biosynthesis: Glutamine,Bifunctional uridylyltransferase/uridylyl-removing enzyme; (UTase/UR); controls uridylylation state and activity of PII(GlnB)
b0168,0.569800491,10.66295239,0.053437404,map,188712,methionine aminopeptidase,Enzyme; Proteins - translation and modification,Methionine aminopeptidase
b0169,1.131241232,12.05148327,0.093867386,rpsB,189874,30S ribosomal subunit protein S2,"Structural component; Ribosomal proteins - synthesis, modification",30S ribosomal subunit protein S2; binds Zn(II)
b0170,1.097943976,11.54767052,0.095079261,tsf,190857,translation elongation factor EF-Ts,Factor; Proteins - translation and modification,Translation elongation factor EF-Ts; exchanges GDP for GTP in EF-Tu-GDP complex; binds Zn(II); subunit of RNA phage Q beta replicase
b0171,0.905631575,10.62039298,0.08527288699999999,pyrH,191855,uridylate kinase,Enzyme; Central intermediary metabolism: Nucleotide interconversions,Uridylate kinase; hexameric
b0172,0.707409273,10.93730749,0.064678558,frr,192872,ribosome recycling factor,Factor; Proteins - translation and modification,Ribosome recycling factor (RRF); dissociates ribosomes from mRNA after termination of translation; tRNA mimic
b0173,0.6255764429999999,9.043777858,0.069172027,dxr,193521,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Putative transport; Not classified,"1-deoxy-D-xylulose 5-phosphate (DXP) reductoisomerase, NAPDH-dependent; also called 2-C-methyl-D-erythritol 4-phosphate (MEP) synthase; alternative nonmevalonate (DXP) pathway for terpenoid biosynthesis; dimeric"
b0174,0.8173633920000001,9.826639128,0.083178326,ispU,194903,undecaprenyl pyrophosphate synthase,Null,Undecaprenyl pyrophosphate synthase; dimeric
b0175,0.85620282,9.56018458,0.089559235,cdsA,195677,CDP-diglyceride synthase,Enzyme; Fatty acid and phosphatidic acid biosynthesis,"CDP-diglyceride synthase, integral membrane protein with eight transmembrane helices; also known as phosphatidate cytidylyltransferase"
b0176,0.7135550209999999,10.40911637,0.06855097,rseP,196546,"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease",Null,Inner membrane zinc RIP metalloprotease; activates RpoE by degrading RseA; multicopy rpoE suppresses rseP mutation
b0177,0.8620673740000001,10.446327499999999,0.082523487,bamA,197928,BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor,Null,Outer membrane protein required for OM biogenesis; in BamABCDE complex; forms pores; PORTA repeats
b0178,1.2595938979999999,11.47375458,0.10978044599999999,skp,200482,periplasmic chaperone,"Factor; Basic proteins - synthesis, modification",Periplasmic molecular chaperone for outer membrane proteins; trimeric
b0179,0.9639106759999999,10.92343838,0.088242424,lpxD,200971,UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase,Enzyme; Surface polysaccharides & antigens,"Lipid A synthesis, UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase"
b0180,0.735582266,11.27538343,0.065237894,fabZ,202101,(3R)-hydroxymyristol acyl carrier protein dehydratase,Enzyme; Fatty acid and phosphatidic acid biosynthesis,3R-hydroxymyristoyl acyl carrier protein (ACP) dehydratase
b0181,0.778053949,9.777589347000001,0.079575233,lpxA,202560,UDP-N-acetylglucosamine acetyltransferase,Enzyme; Surface polysaccharides & antigens,"Lipid A synthesis, UDP-N-acetylglucosamine acyltransferase"
b0182,0.723565073,9.770694379,0.074054621,lpxB,203348,tetraacyldisaccharide-1-P synthase,Enzyme; Macromolecule metabolism: Lipopolysaccharide,Lipid A disaccharide synthase
b0183,0.9289010129999999,9.556438616,0.097201588,rnhB,204493,"ribonuclease HII, degrades RNA of DNA-RNA hybrids",Enzyme; Degradation of RNA,RNase HII; degrades RNA of DNA-RNA hybrids; nicks DNA 5' to misincorporated ribonucleotides
b0184,0.991348838,10.09067012,0.09824410300000001,dnaE,205126,DNA polymerase III alpha subunit,"Enzyme; DNA - replication, repair, restriction/modification","DNA polymerase III, alpha subunit; suppressor of dnaG-Ts"
b0185,0.640144995,10.45631908,0.061220874,accA,208621,"acetyl-CoA carboxylase, carboxytransferase, alpha subunit",Enzyme; Fatty acid and phosphatidic acid biosynthesis,"Acetyl-CoA carboxylase, carboxyltransferase alpha subunit"
b0186,0.7317717009999999,8.833762918,0.082838051,ldcC,209679,"lysine decarboxylase 2, constitutive","Enzyme; Energy metabolism, carbon: Pyruvate dehydrogenase","Lysine decarboxylase, constitutive"
b0187,0.490270074,9.26900879,0.052893474,yaeR,211877,putative lyase,Null,Function unknown
b0188,0.41796523700000004,9.194064306,0.045460334000000005,tilS,212331,tRNA(Ile)-lysidine synthetase,Enzyme; tRNA modification,"tRNA(Ile) lysidine (L34) synthase, ATP-dependent; solely responsible for tRNA(Ile) lysidine 34 (L34) formation"
b0189,0.60646218,9.478833539,0.063980676,rof,213678,modulator of Rho-dependent transcription termination,Null,anti-Rho (termination factor); pleiotropic multicopy suppressor of Ts mutations; ribosome-associated; growth-rate regulated
b0190,0.629873768,9.622345146,0.065459486,yaeQ,214291,PDDEXK superfamily protein,Putative enzyme; Not classified,"PDDEXK superfamily protein, function unknown"
b0191,0.5845814979999999,9.775452479,0.059800966,arfB,214833,"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached",Null,"Alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached"
b0192,0.483481331,9.243101607,0.052307260999999994,nlpE,215269,lipoprotein involved with copper homeostasis and adhesion,Putative transport; Detoxification,Lipoprotein activating Cpx in response to adhesion; copper resistance; outer membrane protein
b0193,0.623908345,7.483477877,0.083371442,yaeF,216179,putative lipoprotein,Null,"Predicted lipoprotein, function unknown; Cys conserved"
b0194,0.69869878,10.41108521,0.067111042,proS,217057,prolyl-tRNA synthetase,"Enzyme; Aminoacyl tRNA synthetases, tRNA modification",Proline--tRNA ligase
b0195,0.43522843200000005,9.352663128,0.046535241,tsaA,218887,"tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent",Enzyme; tRNA modification,"tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent; TrmO"
b0196,0.7309585409999999,10.41837994,0.07016048,rcsF,219591,putative outer membrane protein,Regulator; Surface polysaccharides & antigens,Lipoprotein that signals increased capsule synthesis; upstream of RcsCDB phoshorelay; overexpression confers mucoid phenotype and increases colanic acid capsule synthesis; restores colony formation of ftsZ84 mutants on low salt
b0197,0.913368616,10.75390874,0.08493364,metQ,220113,DL-methionine transporter subunit,"Transport; Transport of small molecules: Amino acids, amines",Periplasmic methionine binding lipoprotein; methionine sulfoximine sensitivity
b0198,0.67195328,9.825480571,0.068388846,metI,220968,DL-methionine transporter subunit,"Transport; Transport of small molecules: Amino acids, amines","ABC transporter permease, L,D-methionine uptake; methionine sulfoximine sensitivity"
b0199,0.891933064,9.474289393,0.094142476,metN,221614,DL-methionine transporter subunit,"Transport; Transport of small molecules: Amino acids, amines","ABC transporter ATPase, L,D-methionine uptake; methionine sulfoximine sensitivity"
b0200,0.433267026,10.78204399,0.040184127,gmhB,222833,"D,D-heptose 1,7-bisphosphate phosphatase",Enzyme; Surface polysaccharides and antigens,"Heptose 1,7-bisphosphate phosphatase; LPS biosynthesis; HAD20"
b0201,0.79559797,14.40604518,0.055226675,rrsH,223771,Null,Null,16S rRNA of rrnH operon
b0202,,,,ileV,225381,Null,Null,"Isoleucine tRNA(GAU) 1, triplicate"
b0203,,,,alaV,225500,Null,Null,Alanine tRNA(UGC) 1B
b0204,,,,rrlH,225759,Null,Null,23S rRNA of rrnH operon
b0205,0.686596775,14.45822248,0.047488325,rrfH,228756,Null,Null,5S rRNA of rrnH operon
b0206,,,,aspU,228928,Null,Null,Aspartate tRNA(GUC) 1 triplicated gene
b0207,0.504917587,8.798775973,0.05738498,dkgB,229167,"2,5-diketo-D-gluconate reductase B",Putative enzyme; Not classified,"2,5-diketo-D-gluconate reductase B; glyoxal reductase; glyoxal resistance protein"
b0208,1.0184113670000001,8.918590333,0.114189724,yafC,229967,LysR family putative transcriptional regulator,Putative transport; Not classified,"Putative LysR-family transcriptional regulator, function unknown"
b0209,0.763385677,9.421144269,0.081028976,yafD,231122,endo/exonuclease/phosphatase family protein,Null,Endo/exonuclease/phosphatase family protein; function unknown
b0210,0.756491921,8.346166603,0.090639447,yafE,231926,putative S-adenosyl-L-methionine-dependent methyltransferase,Putative enzyme; Not classified,"Predicted SAM-dependent methyltransferase, function unknown"
b0211,1.243419214,10.17142167,0.122246354,mltD,232597,putative membrane-bound lytic murein transglycosylase D,"Regulator; Energy metabolism, carbon: Anaerobic respiration","Membrane-bound lytic transglycosylase D, murein hydrolase; periplasmic OM-attached lipoprotein"
b0212,1.103661045,8.713883315,0.126655477,gloB,234027,hydroxyacylglutathione hydrolase,"Putative enzyme; Central intermediary metabolism: Pool, multipurpose conversions","Glyoxalase II, hydroxyacylglutathione hydrolase, Zn(2+) cofactor"
b0213,1.082287011,8.586073954,0.126051443,yafS,234816,putative S-adenosyl-L-methionine-dependent methyltransferase,Null,"Predicted SAM-dependent methyltransferase, function unknown"
b0214,0.545294685,9.86025858,0.05530227,rnhA,235535,"ribonuclease HI, degrades RNA of DNA-RNA hybrids",Enzyme; Degradation of RNA,RNase HI; participates in DNA replication
b0215,0.560914315,9.206436945,0.06092631900000001,dnaQ,236067,DNA polymerase III epsilon subunit,"Enzyme; DNA - replication, repair, restriction/modification","DNA polymerase III epsilon subunit; streptomycin, azaserine resistant; 3' to 5' proofreading, lexA regulon"
b0216,,,,aspV,236931,Null,Null,Aspartate tRNA(GUC) 1 triplicated gene
b0217,0.877376245,7.608158137,0.115320453,yafT,237335,lipoprotein,Putative enzyme; Not classified,"Novel verified lipoprotein, function unknown"
b0218,1.711792252,6.504474288,0.2631715,yafU,238746,pseudogene,Null,"Pseudogene, C-terminal fragment; overexpressed fragment localized to inner membrane"
b0219,0.788621679,8.918296694,0.08842738800000001,yafV,239419,putative NAD(P)-binding C-N hydrolase family amidase,Putative enzyme; Not classified,"Predicted C-N hydrolase family amidase, NAD(P)-binding, function unknown"
